,Player,selector1-href,Date,From club,To club,Date of birth,Age,National player,International matches,Market value,Posición,from_club_path,final_club_path,final_team,from_pais,to_pais,final_country,path_country
4837,Porfirio López,https://www.transfermarkt.com/porfirio-lopez/profil/spieler/156056,2018-01-30,Pérez Zeledón,LD Alajuelense,"Sep 10, 1985 ",34.0,Costa RicaNo current national team players,7,€175Th.,Centre-Back,"Santos FC,Puntarenas FC,DL Shide,LD Alajuelense,DL Shide,Philadelphia,LD Alajuelense,Career break,Pérez Zeledón,LD Alajuelense,Pérez Zeledón","Puntarenas FC,DL Shide,LD Alajuelense,DL Shide,Philadelphia,LD Alajuelense,Career break,Pérez Zeledón,LD Alajuelense,Pérez Zeledón,Without Club",Without Club,Costa Rica,Costa Rica,Without Club,"Costa Rica,Costa Rica,China,Costa Rica,China,USA,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
4878,Porfirio López,https://www.transfermarkt.com/porfirio-lopez/profil/spieler/156056,2019-07-01,LD Alajuelense,Pérez Zeledón,"Sep 10, 1985 ",34.0,Costa RicaNo current national team players,7,€175Th.,Centre-Back,"Santos FC,Puntarenas FC,DL Shide,LD Alajuelense,DL Shide,Philadelphia,LD Alajuelense,Career break,Pérez Zeledón,LD Alajuelense,Pérez Zeledón","Puntarenas FC,DL Shide,LD Alajuelense,DL Shide,Philadelphia,LD Alajuelense,Career break,Pérez Zeledón,LD Alajuelense,Pérez Zeledón,Without Club",Without Club,Costa Rica,Costa Rica,Without Club,"Costa Rica,Costa Rica,China,Costa Rica,China,USA,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
4899,Porfirio López,https://www.transfermarkt.com/porfirio-lopez/profil/spieler/156056,2019-09-27,Pérez Zeledón,Without Club,"Sep 10, 1985 ",34.0,Costa RicaNo current national team players,7,€175Th.,Centre-Back,"Santos FC,Puntarenas FC,DL Shide,LD Alajuelense,DL Shide,Philadelphia,LD Alajuelense,Career break,Pérez Zeledón,LD Alajuelense,Pérez Zeledón","Puntarenas FC,DL Shide,LD Alajuelense,DL Shide,Philadelphia,LD Alajuelense,Career break,Pérez Zeledón,LD Alajuelense,Pérez Zeledón,Without Club",Without Club,Costa Rica,Without Club,Without Club,"Costa Rica,Costa Rica,China,Costa Rica,China,USA,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
7364,Quiver Herrera,https://www.transfermarkt.com/quiver-herrera/profil/spieler/496178,2017-07-01,UCR II,AD Aserrí,"Jan 12, 1996 ",24.0,No national team players,-,-,Midfielder,UCR II,AD Aserrí,AD Aserrí,Costa Rica,Costa Rica,Costa Rica,Costa Rica
6072,Rachid Chirino,https://www.transfermarkt.com/rachid-chirino/profil/spieler/647897,2019-01-01,San Carlos U20,AD San Carlos,"Oct 21, 2000 ",19.0,No national team players,-,€150Th.,Centre-Forward,San Carlos U20,AD San Carlos,AD San Carlos,Costa Rica,Costa Rica,Costa Rica,Costa Rica
6989,Rafael Gamboa,https://www.transfermarkt.com/rafael-gamboa/profil/spieler/217224,2013-01-01,Orión FC,Dayton Flyers,"Jan 6, 1994 ",26.0,No national team players,-,-,Defensive Midfield,"Orión FC,Dayton Flyers,AD Aserrí,UCR,CS Uruguay","Dayton Flyers,AD Aserrí,UCR,CS Uruguay,Santa Ana",Santa Ana,Costa Rica,USA,Costa Rica,"Costa Rica,USA,Costa Rica,Costa Rica,Costa Rica"
6984,Rafael Gamboa,https://www.transfermarkt.com/rafael-gamboa/profil/spieler/217224,2017-01-01,Dayton Flyers,AD Aserrí,"Jan 6, 1994 ",26.0,No national team players,-,-,Defensive Midfield,"Orión FC,Dayton Flyers,AD Aserrí,UCR,CS Uruguay","Dayton Flyers,AD Aserrí,UCR,CS Uruguay,Santa Ana",Santa Ana,USA,Costa Rica,Costa Rica,"Costa Rica,USA,Costa Rica,Costa Rica,Costa Rica"
6965,Rafael Gamboa,https://www.transfermarkt.com/rafael-gamboa/profil/spieler/217224,2017-07-01,AD Aserrí,UCR,"Jan 6, 1994 ",26.0,No national team players,-,-,Defensive Midfield,"Orión FC,Dayton Flyers,AD Aserrí,UCR,CS Uruguay","Dayton Flyers,AD Aserrí,UCR,CS Uruguay,Santa Ana",Santa Ana,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,USA,Costa Rica,Costa Rica,Costa Rica"
6923,Rafael Gamboa,https://www.transfermarkt.com/rafael-gamboa/profil/spieler/217224,2019-01-01,UCR,CS Uruguay,"Jan 6, 1994 ",26.0,No national team players,-,-,Defensive Midfield,"Orión FC,Dayton Flyers,AD Aserrí,UCR,CS Uruguay","Dayton Flyers,AD Aserrí,UCR,CS Uruguay,Santa Ana",Santa Ana,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,USA,Costa Rica,Costa Rica,Costa Rica"
6947,Rafael Gamboa,https://www.transfermarkt.com/rafael-gamboa/profil/spieler/217224,2020-01-01,CS Uruguay,Santa Ana,"Jan 6, 1994 ",26.0,No national team players,-,-,Defensive Midfield,"Orión FC,Dayton Flyers,AD Aserrí,UCR,CS Uruguay","Dayton Flyers,AD Aserrí,UCR,CS Uruguay,Santa Ana",Santa Ana,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,USA,Costa Rica,Costa Rica,Costa Rica"
4778,Rafael Núñez,https://www.transfermarkt.com/rafael-nunez/profil/spieler/194499,2012-01-01,Puntarenas FC,Without Club,"Apr 9, 1984 ",36.0,No national team players,-,€100Th.,Centre-Back,"Puntarenas FC,Without Club,Puntarenas FC,Liberia,N. Concepción","Without Club,Puntarenas FC,Liberia,N. Concepción,ADR Jicaral",ADR Jicaral,Costa Rica,Without Club,Costa Rica,"Costa Rica,Without Club,Costa Rica,Costa Rica,Guatemala"
4766,Rafael Núñez,https://www.transfermarkt.com/rafael-nunez/profil/spieler/194499,2012-07-01,Without Club,Puntarenas FC,"Apr 9, 1984 ",36.0,No national team players,-,€100Th.,Centre-Back,"Puntarenas FC,Without Club,Puntarenas FC,Liberia,N. Concepción","Without Club,Puntarenas FC,Liberia,N. Concepción,ADR Jicaral",ADR Jicaral,Without Club,Costa Rica,Costa Rica,"Costa Rica,Without Club,Costa Rica,Costa Rica,Guatemala"
4803,Rafael Núñez,https://www.transfermarkt.com/rafael-nunez/profil/spieler/194499,2016-01-01,Puntarenas FC,Liberia,"Apr 9, 1984 ",36.0,No national team players,-,€100Th.,Centre-Back,"Puntarenas FC,Without Club,Puntarenas FC,Liberia,N. Concepción","Without Club,Puntarenas FC,Liberia,N. Concepción,ADR Jicaral",ADR Jicaral,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Without Club,Costa Rica,Costa Rica,Guatemala"
4833,Rafael Núñez,https://www.transfermarkt.com/rafael-nunez/profil/spieler/194499,2018-07-01,Liberia,N. Concepción,"Apr 9, 1984 ",36.0,No national team players,-,€100Th.,Centre-Back,"Puntarenas FC,Without Club,Puntarenas FC,Liberia,N. Concepción","Without Club,Puntarenas FC,Liberia,N. Concepción,ADR Jicaral",ADR Jicaral,Costa Rica,Guatemala,Costa Rica,"Costa Rica,Without Club,Costa Rica,Costa Rica,Guatemala"
4760,Rafael Núñez,https://www.transfermarkt.com/rafael-nunez/profil/spieler/194499,2019-01-06,N. Concepción,ADR Jicaral,"Apr 9, 1984 ",36.0,No national team players,-,€100Th.,Centre-Back,"Puntarenas FC,Without Club,Puntarenas FC,Liberia,N. Concepción","Without Club,Puntarenas FC,Liberia,N. Concepción,ADR Jicaral",ADR Jicaral,Guatemala,Costa Rica,Costa Rica,"Costa Rica,Without Club,Costa Rica,Costa Rica,Guatemala"
1174,Rafael Rodríguez,https://www.transfermarkt.com/rafael-rodriguez/profil/spieler/227783,2007-07-01,LD Alajuelense,Puntarenas FC,"Jun 6, 1982 ",38.0,No national team players,-,€75Th.,Central Midfield,"LD Alajuelense,Puntarenas FC,Herediano,Puntarenas FC,CS Uruguay,Guadalupe FC,UCR,Pérez Zeledón","Puntarenas FC,Herediano,Puntarenas FC,CS Uruguay,Guadalupe FC,UCR,Pérez Zeledón,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
1445,Rafael Rodríguez,https://www.transfermarkt.com/rafael-rodriguez/profil/spieler/227783,2010-01-05,Puntarenas FC,Herediano,"Jun 6, 1982 ",38.0,No national team players,-,€75Th.,Central Midfield,"LD Alajuelense,Puntarenas FC,Herediano,Puntarenas FC,CS Uruguay,Guadalupe FC,UCR,Pérez Zeledón","Puntarenas FC,Herediano,Puntarenas FC,CS Uruguay,Guadalupe FC,UCR,Pérez Zeledón,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
1187,Rafael Rodríguez,https://www.transfermarkt.com/rafael-rodriguez/profil/spieler/227783,2010-07-01,Herediano,Puntarenas FC,"Jun 6, 1982 ",38.0,No national team players,-,€75Th.,Central Midfield,"LD Alajuelense,Puntarenas FC,Herediano,Puntarenas FC,CS Uruguay,Guadalupe FC,UCR,Pérez Zeledón","Puntarenas FC,Herediano,Puntarenas FC,CS Uruguay,Guadalupe FC,UCR,Pérez Zeledón,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
504,Rafael Rodríguez,https://www.transfermarkt.com/rafael-rodriguez/profil/spieler/227783,2011-07-01,Puntarenas FC,CS Uruguay,"Jun 6, 1982 ",38.0,No national team players,-,€75Th.,Central Midfield,"LD Alajuelense,Puntarenas FC,Herediano,Puntarenas FC,CS Uruguay,Guadalupe FC,UCR,Pérez Zeledón","Puntarenas FC,Herediano,Puntarenas FC,CS Uruguay,Guadalupe FC,UCR,Pérez Zeledón,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
1479,Rafael Rodríguez,https://www.transfermarkt.com/rafael-rodriguez/profil/spieler/227783,2016-01-01,CS Uruguay,Guadalupe FC,"Jun 6, 1982 ",38.0,No national team players,-,€75Th.,Central Midfield,"LD Alajuelense,Puntarenas FC,Herediano,Puntarenas FC,CS Uruguay,Guadalupe FC,UCR,Pérez Zeledón","Puntarenas FC,Herediano,Puntarenas FC,CS Uruguay,Guadalupe FC,UCR,Pérez Zeledón,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
1535,Rafael Rodríguez,https://www.transfermarkt.com/rafael-rodriguez/profil/spieler/227783,2017-07-01,Guadalupe FC,UCR,"Jun 6, 1982 ",38.0,No national team players,-,€75Th.,Central Midfield,"LD Alajuelense,Puntarenas FC,Herediano,Puntarenas FC,CS Uruguay,Guadalupe FC,UCR,Pérez Zeledón","Puntarenas FC,Herediano,Puntarenas FC,CS Uruguay,Guadalupe FC,UCR,Pérez Zeledón,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
1302,Rafael Rodríguez,https://www.transfermarkt.com/rafael-rodriguez/profil/spieler/227783,2018-07-01,UCR,Pérez Zeledón,"Jun 6, 1982 ",38.0,No national team players,-,€75Th.,Central Midfield,"LD Alajuelense,Puntarenas FC,Herediano,Puntarenas FC,CS Uruguay,Guadalupe FC,UCR,Pérez Zeledón","Puntarenas FC,Herediano,Puntarenas FC,CS Uruguay,Guadalupe FC,UCR,Pérez Zeledón,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
735,Rafael Rodríguez,https://www.transfermarkt.com/rafael-rodriguez/profil/spieler/227783,2020-01-01,Pérez Zeledón,Unknown,"Jun 6, 1982 ",38.0,No national team players,-,€75Th.,Central Midfield,"LD Alajuelense,Puntarenas FC,Herediano,Puntarenas FC,CS Uruguay,Guadalupe FC,UCR,Pérez Zeledón","Puntarenas FC,Herediano,Puntarenas FC,CS Uruguay,Guadalupe FC,UCR,Pérez Zeledón,Unknown",Unknown,Costa Rica,Unknown,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
530,Rafael Rojas,https://www.transfermarkt.com/rafael-rojas/profil/spieler/221652,2012-07-01,Belén,Unknown,,,No national team players,-,€50Th.,Midfielder,Belén,Unknown,Unknown,Costa Rica,Unknown,Unknown,Costa Rica
6053,Raheem Cole,https://www.transfermarkt.com/raheem-cole/profil/spieler/582950,2020-01-01,Limón U20,AD San Carlos,"May 12, 1999 ",21.0,No national team players,-,€50Th.,Midfielder,Limón U20,AD San Carlos,AD San Carlos,Costa Rica,Costa Rica,Costa Rica,Costa Rica
1268,Ramsés Fernández,https://www.transfermarkt.com/ramses-fernandez/profil/spieler/365741,2015-07-01,Cartaginés U20,Cartaginés,"Aug 12, 1996 ",24.0,No national team players,-,-,Forward,"Cartaginés U20,Cartaginés,Cartaginés U20,Sp. San José","Cartaginés,Cartaginés U20,Sp. San José,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica"
2143,Ramsés Fernández,https://www.transfermarkt.com/ramses-fernandez/profil/spieler/365741,2016-01-01,Cartaginés,Cartaginés U20,"Aug 12, 1996 ",24.0,No national team players,-,-,Forward,"Cartaginés U20,Cartaginés,Cartaginés U20,Sp. San José","Cartaginés,Cartaginés U20,Sp. San José,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica"
1887,Ramsés Fernández,https://www.transfermarkt.com/ramses-fernandez/profil/spieler/365741,2017-07-01,Cartaginés U20,Sp. San José,"Aug 12, 1996 ",24.0,No national team players,-,-,Forward,"Cartaginés U20,Cartaginés,Cartaginés U20,Sp. San José","Cartaginés,Cartaginés U20,Sp. San José,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica"
862,Ramsés Fernández,https://www.transfermarkt.com/ramses-fernandez/profil/spieler/365741,2019-07-01,Sp. San José,Unknown,"Aug 12, 1996 ",24.0,No national team players,-,-,Forward,"Cartaginés U20,Cartaginés,Cartaginés U20,Sp. San José","Cartaginés,Cartaginés U20,Sp. San José,Unknown",Unknown,Costa Rica,Unknown,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica"
2817,Ranbaudi Matarrita,https://www.transfermarkt.com/ranbaudi-matarrita/profil/spieler/278397,2015-07-01,Herediano U20,Jacó Rays,"May 18, 1995 ",25.0,No national team players,-,-,Goalkeeper,Herediano U20,Jacó Rays,Jacó Rays,Costa Rica,Costa Rica,Costa Rica,Costa Rica
6119,Randal Cordero,https://www.transfermarkt.com/randal-cordero/profil/spieler/322102,2014-03-25,Cartaginés U17,Cartaginés,"Jul 5, 1996 ",24.0,No national team players,-,€50Th.,Left-Back,"Cartaginés U17,Cartaginés,Cartaginés U20,Cartaginés,Curridabat FC,Cartaginés","Cartaginés,Cartaginés U20,Cartaginés,Curridabat FC,Cartaginés,UCR",UCR,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
6129,Randal Cordero,https://www.transfermarkt.com/randal-cordero/profil/spieler/322102,2014-07-01,Cartaginés,Cartaginés U20,"Jul 5, 1996 ",24.0,No national team players,-,€50Th.,Left-Back,"Cartaginés U17,Cartaginés,Cartaginés U20,Cartaginés,Curridabat FC,Cartaginés","Cartaginés,Cartaginés U20,Cartaginés,Curridabat FC,Cartaginés,UCR",UCR,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
6117,Randal Cordero,https://www.transfermarkt.com/randal-cordero/profil/spieler/322102,2016-07-01,Cartaginés U20,Cartaginés,"Jul 5, 1996 ",24.0,No national team players,-,€50Th.,Left-Back,"Cartaginés U17,Cartaginés,Cartaginés U20,Cartaginés,Curridabat FC,Cartaginés","Cartaginés,Cartaginés U20,Cartaginés,Curridabat FC,Cartaginés,UCR",UCR,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
6128,Randal Cordero,https://www.transfermarkt.com/randal-cordero/profil/spieler/322102,2018-07-26,Cartaginés,Curridabat FC,"Jul 5, 1996 ",24.0,No national team players,-,€50Th.,Left-Back,"Cartaginés U17,Cartaginés,Cartaginés U20,Cartaginés,Curridabat FC,Cartaginés","Cartaginés,Cartaginés U20,Cartaginés,Curridabat FC,Cartaginés,UCR",UCR,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
6118,Randal Cordero,https://www.transfermarkt.com/randal-cordero/profil/spieler/322102,2018-12-31,Curridabat FC,Cartaginés,"Jul 5, 1996 ",24.0,No national team players,-,€50Th.,Left-Back,"Cartaginés U17,Cartaginés,Cartaginés U20,Cartaginés,Curridabat FC,Cartaginés","Cartaginés,Cartaginés U20,Cartaginés,Curridabat FC,Cartaginés,UCR",UCR,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
6123,Randal Cordero,https://www.transfermarkt.com/randal-cordero/profil/spieler/322102,2019-01-01,Cartaginés,UCR,"Jul 5, 1996 ",24.0,No national team players,-,€50Th.,Left-Back,"Cartaginés U17,Cartaginés,Cartaginés U20,Cartaginés,Curridabat FC,Cartaginés","Cartaginés,Cartaginés U20,Cartaginés,Curridabat FC,Cartaginés,UCR",UCR,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
5033,Randall Alvarado,https://www.transfermarkt.com/randall-alvarado/profil/spieler/211475,2009-07-01,Unknown,Cartaginés,"Dec 17, 1988 ",31.0,No national team players,-,€150Th.,Centre-Back,"Unknown,Cartaginés,Pérez Zeledón,Cartaginés,UCR,Cartaginés","Cartaginés,Pérez Zeledón,Cartaginés,UCR,Cartaginés,Santos FC",Santos FC,Unknown,Costa Rica,Costa Rica,"Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
5039,Randall Alvarado,https://www.transfermarkt.com/randall-alvarado/profil/spieler/211475,2014-01-01,Cartaginés,Pérez Zeledón,"Dec 17, 1988 ",31.0,No national team players,-,€150Th.,Centre-Back,"Unknown,Cartaginés,Pérez Zeledón,Cartaginés,UCR,Cartaginés","Cartaginés,Pérez Zeledón,Cartaginés,UCR,Cartaginés,Santos FC",Santos FC,Costa Rica,Costa Rica,Costa Rica,"Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
5032,Randall Alvarado,https://www.transfermarkt.com/randall-alvarado/profil/spieler/211475,2014-06-30,Pérez Zeledón,Cartaginés,"Dec 17, 1988 ",31.0,No national team players,-,€150Th.,Centre-Back,"Unknown,Cartaginés,Pérez Zeledón,Cartaginés,UCR,Cartaginés","Cartaginés,Pérez Zeledón,Cartaginés,UCR,Cartaginés,Santos FC",Santos FC,Costa Rica,Costa Rica,Costa Rica,"Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
5054,Randall Alvarado,https://www.transfermarkt.com/randall-alvarado/profil/spieler/211475,2015-07-01,Cartaginés,UCR,"Dec 17, 1988 ",31.0,No national team players,-,€150Th.,Centre-Back,"Unknown,Cartaginés,Pérez Zeledón,Cartaginés,UCR,Cartaginés","Cartaginés,Pérez Zeledón,Cartaginés,UCR,Cartaginés,Santos FC",Santos FC,Costa Rica,Costa Rica,Costa Rica,"Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
5030,Randall Alvarado,https://www.transfermarkt.com/randall-alvarado/profil/spieler/211475,2016-07-01,UCR,Cartaginés,"Dec 17, 1988 ",31.0,No national team players,-,€150Th.,Centre-Back,"Unknown,Cartaginés,Pérez Zeledón,Cartaginés,UCR,Cartaginés","Cartaginés,Pérez Zeledón,Cartaginés,UCR,Cartaginés,Santos FC",Santos FC,Costa Rica,Costa Rica,Costa Rica,"Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
5062,Randall Alvarado,https://www.transfermarkt.com/randall-alvarado/profil/spieler/211475,2018-07-01,Cartaginés,Santos FC,"Dec 17, 1988 ",31.0,No national team players,-,€150Th.,Centre-Back,"Unknown,Cartaginés,Pérez Zeledón,Cartaginés,UCR,Cartaginés","Cartaginés,Pérez Zeledón,Cartaginés,UCR,Cartaginés,Santos FC",Santos FC,Costa Rica,Costa Rica,Costa Rica,"Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
147,Randall Azofeifa,https://www.transfermarkt.com/randall-azofeifa/profil/spieler/39564,2002-07-01,Saprissa U17,Saprissa,"Dec 30, 1984 ",35.0,Costa RicaNo current national team players,60,€150Th.,Defensive Midfield,"Saprissa U17,Saprissa,KAA Gent,Genclerbirligi,K. Erciyesspor,Without Club,CS Uruguay","Saprissa,KAA Gent,Genclerbirligi,K. Erciyesspor,Without Club,CS Uruguay,Herediano",Herediano,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Bélgica,Turquía,Turquía,Without Club,Costa Rica"
166,Randall Azofeifa,https://www.transfermarkt.com/randall-azofeifa/profil/spieler/39564,2006-07-01,Saprissa,KAA Gent,"Dec 30, 1984 ",35.0,Costa RicaNo current national team players,60,€150Th.,Defensive Midfield,"Saprissa U17,Saprissa,KAA Gent,Genclerbirligi,K. Erciyesspor,Without Club,CS Uruguay","Saprissa,KAA Gent,Genclerbirligi,K. Erciyesspor,Without Club,CS Uruguay,Herediano",Herediano,Costa Rica,Bélgica,Costa Rica,"Costa Rica,Costa Rica,Bélgica,Turquía,Turquía,Without Club,Costa Rica"
218,Randall Azofeifa,https://www.transfermarkt.com/randall-azofeifa/profil/spieler/39564,2011-01-01,KAA Gent,Genclerbirligi,"Dec 30, 1984 ",35.0,Costa RicaNo current national team players,60,€150Th.,Defensive Midfield,"Saprissa U17,Saprissa,KAA Gent,Genclerbirligi,K. Erciyesspor,Without Club,CS Uruguay","Saprissa,KAA Gent,Genclerbirligi,K. Erciyesspor,Without Club,CS Uruguay,Herediano",Herediano,Bélgica,Turquía,Costa Rica,"Costa Rica,Costa Rica,Bélgica,Turquía,Turquía,Without Club,Costa Rica"
210,Randall Azofeifa,https://www.transfermarkt.com/randall-azofeifa/profil/spieler/39564,2013-07-01,Genclerbirligi,K. Erciyesspor,"Dec 30, 1984 ",35.0,Costa RicaNo current national team players,60,€150Th.,Defensive Midfield,"Saprissa U17,Saprissa,KAA Gent,Genclerbirligi,K. Erciyesspor,Without Club,CS Uruguay","Saprissa,KAA Gent,Genclerbirligi,K. Erciyesspor,Without Club,CS Uruguay,Herediano",Herediano,Turquía,Turquía,Costa Rica,"Costa Rica,Costa Rica,Bélgica,Turquía,Turquía,Without Club,Costa Rica"
45,Randall Azofeifa,https://www.transfermarkt.com/randall-azofeifa/profil/spieler/39564,2014-07-01,K. Erciyesspor,Without Club,"Dec 30, 1984 ",35.0,Costa RicaNo current national team players,60,€150Th.,Defensive Midfield,"Saprissa U17,Saprissa,KAA Gent,Genclerbirligi,K. Erciyesspor,Without Club,CS Uruguay","Saprissa,KAA Gent,Genclerbirligi,K. Erciyesspor,Without Club,CS Uruguay,Herediano",Herediano,Turquía,Without Club,Costa Rica,"Costa Rica,Costa Rica,Bélgica,Turquía,Turquía,Without Club,Costa Rica"
33,Randall Azofeifa,https://www.transfermarkt.com/randall-azofeifa/profil/spieler/39564,2014-09-25,Without Club,CS Uruguay,"Dec 30, 1984 ",35.0,Costa RicaNo current national team players,60,€150Th.,Defensive Midfield,"Saprissa U17,Saprissa,KAA Gent,Genclerbirligi,K. Erciyesspor,Without Club,CS Uruguay","Saprissa,KAA Gent,Genclerbirligi,K. Erciyesspor,Without Club,CS Uruguay,Herediano",Herediano,Without Club,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Bélgica,Turquía,Turquía,Without Club,Costa Rica"
55,Randall Azofeifa,https://www.transfermarkt.com/randall-azofeifa/profil/spieler/39564,2015-02-02,CS Uruguay,Herediano,"Dec 30, 1984 ",35.0,Costa RicaNo current national team players,60,€150Th.,Defensive Midfield,"Saprissa U17,Saprissa,KAA Gent,Genclerbirligi,K. Erciyesspor,Without Club,CS Uruguay","Saprissa,KAA Gent,Genclerbirligi,K. Erciyesspor,Without Club,CS Uruguay,Herediano",Herediano,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Bélgica,Turquía,Turquía,Without Club,Costa Rica"
3233,Randall Brenes,https://www.transfermarkt.com/randall-brenes/profil/spieler/36428,2003-07-01,Cartaginés U20,Cartaginés,"Aug 13, 1983 ",37.0,Costa RicaNo current national team players,43,-,Centre-Forward,"Cartaginés U20,Cartaginés,Bodø/Glimt,Kongsvinger,Cartaginés,Xäzär Länkäran,Cartaginés,Sandnes Ulf,Cartaginés","Cartaginés,Bodø/Glimt,Kongsvinger,Cartaginés,Xäzär Länkäran,Cartaginés,Sandnes Ulf,Cartaginés,Retired",Retired,Costa Rica,Costa Rica,Retired,"Costa Rica,Costa Rica,Noruega,Noruega,Costa Rica,Azerbaijan,Costa Rica,Noruega,Costa Rica"
4226,Randall Brenes,https://www.transfermarkt.com/randall-brenes/profil/spieler/36428,2005-07-01,Cartaginés,Bodø/Glimt,"Aug 13, 1983 ",37.0,Costa RicaNo current national team players,43,-,Centre-Forward,"Cartaginés U20,Cartaginés,Bodø/Glimt,Kongsvinger,Cartaginés,Xäzär Länkäran,Cartaginés,Sandnes Ulf,Cartaginés","Cartaginés,Bodø/Glimt,Kongsvinger,Cartaginés,Xäzär Länkäran,Cartaginés,Sandnes Ulf,Cartaginés,Retired",Retired,Costa Rica,Noruega,Retired,"Costa Rica,Costa Rica,Noruega,Noruega,Costa Rica,Azerbaijan,Costa Rica,Noruega,Costa Rica"
4288,Randall Brenes,https://www.transfermarkt.com/randall-brenes/profil/spieler/36428,2008-07-01,Bodø/Glimt,Kongsvinger,"Aug 13, 1983 ",37.0,Costa RicaNo current national team players,43,-,Centre-Forward,"Cartaginés U20,Cartaginés,Bodø/Glimt,Kongsvinger,Cartaginés,Xäzär Länkäran,Cartaginés,Sandnes Ulf,Cartaginés","Cartaginés,Bodø/Glimt,Kongsvinger,Cartaginés,Xäzär Länkäran,Cartaginés,Sandnes Ulf,Cartaginés,Retired",Retired,Noruega,Noruega,Retired,"Costa Rica,Costa Rica,Noruega,Noruega,Costa Rica,Azerbaijan,Costa Rica,Noruega,Costa Rica"
3254,Randall Brenes,https://www.transfermarkt.com/randall-brenes/profil/spieler/36428,2010-01-01,Kongsvinger,Cartaginés,"Aug 13, 1983 ",37.0,Costa RicaNo current national team players,43,-,Centre-Forward,"Cartaginés U20,Cartaginés,Bodø/Glimt,Kongsvinger,Cartaginés,Xäzär Länkäran,Cartaginés,Sandnes Ulf,Cartaginés","Cartaginés,Bodø/Glimt,Kongsvinger,Cartaginés,Xäzär Länkäran,Cartaginés,Sandnes Ulf,Cartaginés,Retired",Retired,Noruega,Costa Rica,Retired,"Costa Rica,Costa Rica,Noruega,Noruega,Costa Rica,Azerbaijan,Costa Rica,Noruega,Costa Rica"
