Player;selector1-href;Date;From club;To club;Date of birth;Age;National player;International matches;Market value;Posición
Deibys Jiménez;https://www.transfermarkt.com/deibys-jimenez/profil/spieler/381019;Jul 1, 2019;Curridabat FC;Pérez Zeledón;Jul 1, 1995 ;25;No national team players;-;75;Centre-Forward
José Badilla;https://www.transfermarkt.com/jose-badilla/profil/spieler/256114;Jan 1, 2015;Gen. Saprissa;Belén FC;Oct 25, 1994 ;25;No national team players;-;75;Left-Back
José Badilla;https://www.transfermarkt.com/jose-badilla/profil/spieler/256114;Dec 31, 2015;Belén FC;Gen. Saprissa;Oct 25, 1994 ;25;No national team players;-;75;Left-Back
José Porras;https://www.transfermarkt.com/jose-porras/profil/spieler/645241;Jan 1, 2019;Fútbol Cons.;Guadalupe FC;Nov 26, 1995 ;24;No national team players;-;75;Left Midfield
José Porras;https://www.transfermarkt.com/jose-porras/profil/spieler/645241;Jul 1, 2019;Guadalupe FC;Unknown;Nov 26, 1995 ;24;No national team players;-;75;Left Midfield
Víctor González;https://www.transfermarkt.com/victor-gonzalez/profil/spieler/447922;Jul 1, 2016;Belén U20;Guadalupe FC;Aug 5, 1997 ;23;No national team players;-;75;Centre-Back
Víctor González;https://www.transfermarkt.com/victor-gonzalez/profil/spieler/447922;Jan 1, 2018;Guadalupe FC;Unknown;Aug 5, 1997 ;23;No national team players;-;75;Centre-Back
Jorge Jara;https://www.transfermarkt.com/jorge-jara/profil/spieler/256187;Jul 1, 2014;Saprissa U17;Gen. Saprissa;Jan 5, 1996 ;24;Costa RicaNo current national team players;-;75;Goalkeeper
Jorge Jara;https://www.transfermarkt.com/jorge-jara/profil/spieler/256187;Jul 1, 2015;Gen. Saprissa;CS Uruguay;Jan 5, 1996 ;24;Costa RicaNo current national team players;-;75;Goalkeeper
Jorge Jara;https://www.transfermarkt.com/jorge-jara/profil/spieler/256187;Jan 1, 2017;CS Uruguay;Guadalupe FC;Jan 5, 1996 ;24;Costa RicaNo current national team players;-;75;Goalkeeper
Jorge Jara;https://www.transfermarkt.com/jorge-jara/profil/spieler/256187;Jul 1, 2019;Guadalupe FC;La U;Jan 5, 1996 ;24;Costa RicaNo current national team players;-;75;Goalkeeper
Brandón Bonilla;https://www.transfermarkt.com/brandon-bonilla/profil/spieler/448192;Jul 1, 2017;Guadalupe FC;FC Moravia;Aug 10, 1996 ;24;No national team players;-;75;Left-Back
Brandón Bonilla;https://www.transfermarkt.com/brandon-bonilla/profil/spieler/448192;Jan 1, 2018;FC Moravia;Mpl. San Ramón;Aug 10, 1996 ;24;No national team players;-;75;Left-Back
Brandón Bonilla;https://www.transfermarkt.com/brandon-bonilla/profil/spieler/448192;Jul 1, 2018;Mpl. San Ramón;Guadalupe FC;Aug 10, 1996 ;24;No national team players;-;75;Left-Back
Yeison Esquivel;https://www.transfermarkt.com/yeison-esquivel/profil/spieler/379363;Jan 1, 2016;Herediano U20;Guanacasteca;Aug 10, 1996 ;24;No national team players;-;75;Attacking Midfield
Yeison Esquivel;https://www.transfermarkt.com/yeison-esquivel/profil/spieler/379363;Jun 30, 2017;Guanacasteca;Herediano U20;Aug 10, 1996 ;24;No national team players;-;75;Attacking Midfield
Yeison Esquivel;https://www.transfermarkt.com/yeison-esquivel/profil/spieler/379363;Jan 1, 2018;Herediano U20;Diriangén FC;Aug 10, 1996 ;24;No national team players;-;75;Attacking Midfield
Yeison Esquivel;https://www.transfermarkt.com/yeison-esquivel/profil/spieler/379363;Jun 30, 2018;Diriangén FC;Herediano U20;Aug 10, 1996 ;24;No national team players;-;75;Attacking Midfield
Yeison Esquivel;https://www.transfermarkt.com/yeison-esquivel/profil/spieler/379363;Jul 1, 2018;Herediano U20;Herediano;Aug 10, 1996 ;24;No national team players;-;75;Attacking Midfield
Yeison Esquivel;https://www.transfermarkt.com/yeison-esquivel/profil/spieler/379363;Sep 17, 2018;Herediano;UCR;Aug 10, 1996 ;24;No national team players;-;75;Attacking Midfield
Yeison Esquivel;https://www.transfermarkt.com/yeison-esquivel/profil/spieler/379363;Dec 31, 2018;UCR;Herediano;Aug 10, 1996 ;24;No national team players;-;75;Attacking Midfield
Yeison Esquivel;https://www.transfermarkt.com/yeison-esquivel/profil/spieler/379363;Jan 4, 2019;Herediano;Diriangén FC;Aug 10, 1996 ;24;No national team players;-;75;Attacking Midfield
Yeison Esquivel;https://www.transfermarkt.com/yeison-esquivel/profil/spieler/379363;Jul 1, 2019;Diriangén FC;Unknown;Aug 10, 1996 ;24;No national team players;-;75;Attacking Midfield
Esteban Arias;https://www.transfermarkt.com/esteban-arias/profil/spieler/401397;Jan 1, 2016;UCR II;UCR;Dec 15, 1994 ;25;No national team players;-;75;Right Winger
Esteban Arias;https://www.transfermarkt.com/esteban-arias/profil/spieler/401397;Jan 1, 2018;UCR;Guadalupe FC;Dec 15, 1994 ;25;No national team players;-;75;Right Winger
Esteban Arias;https://www.transfermarkt.com/esteban-arias/profil/spieler/401397;Jul 1, 2018;Guadalupe FC;Unknown;Dec 15, 1994 ;25;No national team players;-;75;Right Winger
Yeison Molina;https://www.transfermarkt.com/yeison-molina/profil/spieler/687895;Jan 1, 2017;Unknown;ADR Jicaral;Jan 25, 1996 ;24;No national team players;-;50;Centre-Back
Yeison Molina;https://www.transfermarkt.com/yeison-molina/profil/spieler/687895;Jul 20, 2020;ADR Jicaral;Guanacasteca;Jan 25, 1996 ;24;No national team players;-;50;Centre-Back
Josué Reina;https://www.transfermarkt.com/josue-reina/profil/spieler/687896;Jul 1, 2019;Unknown;Limón FC;Nov 28, 1996 ;23;No national team players;-;50;Left-Back
Josué Reina;https://www.transfermarkt.com/josue-reina/profil/spieler/687896;Jan 1, 2020;Limón FC;Unknown;Nov 28, 1996 ;23;No national team players;-;50;Left-Back
Geovanny Murillo;https://www.transfermarkt.com/geovanny-murillo/profil/spieler/650267;Jan 25, 2019;Liberty Flames;AD Carmelita;Dec 26, 1995 ;24;No national team players;-;50;Left-Back
Keyshell Sánchez;https://www.transfermarkt.com/keyshell-sanchez/profil/spieler/347942;Nov 1, 2014;Limón U17;Limón FC;Mar 12, 1995 ;25;No national team players;-;50;Left-Back
Keyshell Sánchez;https://www.transfermarkt.com/keyshell-sanchez/profil/spieler/347942;Jul 1, 2015;Limón FC;Unknown;Mar 12, 1995 ;25;No national team players;-;50;Left-Back
Jaisell Zamora;https://www.transfermarkt.com/jaisell-zamora/profil/spieler/380201;Jul 1, 2015;Unknown;AD Carmelita;May 17, 1996 ;24;No national team players;-;50;Midfielder
Jaisell Zamora;https://www.transfermarkt.com/jaisell-zamora/profil/spieler/380201;Jan 1, 2016;AD Carmelita;Carmelita U20;May 17, 1996 ;24;No national team players;-;50;Midfielder
Emer Espinoza;https://www.transfermarkt.com/emer-espinoza/profil/spieler/380209;Jan 7, 2018;Cariari Pococí;Santos FC;Apr 2, 1995 ;25;No national team players;-;50;Goalkeeper
Randal Cordero;https://www.transfermarkt.com/randal-cordero/profil/spieler/322102;Mar 25, 2014;Cartaginés U17;Cartaginés;Jul 5, 1996 ;24;No national team players;-;50;Left-Back
Randal Cordero;https://www.transfermarkt.com/randal-cordero/profil/spieler/322102;Jul 1, 2014;Cartaginés;Cartaginés U20;Jul 5, 1996 ;24;No national team players;-;50;Left-Back
Randal Cordero;https://www.transfermarkt.com/randal-cordero/profil/spieler/322102;Jul 1, 2016;Cartaginés U20;Cartaginés;Jul 5, 1996 ;24;No national team players;-;50;Left-Back
Randal Cordero;https://www.transfermarkt.com/randal-cordero/profil/spieler/322102;Jul 26, 2018;Cartaginés;Curridabat FC;Jul 5, 1996 ;24;No national team players;-;50;Left-Back
Randal Cordero;https://www.transfermarkt.com/randal-cordero/profil/spieler/322102;Dec 31, 2018;Curridabat FC;Cartaginés;Jul 5, 1996 ;24;No national team players;-;50;Left-Back
Randal Cordero;https://www.transfermarkt.com/randal-cordero/profil/spieler/322102;Jan 1, 2019;Cartaginés;UCR;Jul 5, 1996 ;24;No national team players;-;50;Left-Back
Kendall Solano;https://www.transfermarkt.com/kendall-solano/profil/spieler/344639;Jul 1, 2014;Limón U17;Limón FC;Nov 11, 1996 ;23;No national team players;-;50;Midfielder
Kendall Solano;https://www.transfermarkt.com/kendall-solano/profil/spieler/344639;Jul 1, 2015;Limón FC;Limón U20;Nov 11, 1996 ;23;No national team players;-;50;Midfielder
Kenneth Guzmán;https://www.transfermarkt.com/kenneth-guzman/profil/spieler/699718;Jul 1, 2019;Santa Ana;La U;Sep 7, 1996 ;23;No national team players;-;50;Defender
Kenneth Guzmán;https://www.transfermarkt.com/kenneth-guzman/profil/spieler/699718;Jan 1, 2020;La U;Grecia;Sep 7, 1996 ;23;No national team players;-;50;Defender
Kenneth Guzmán;https://www.transfermarkt.com/kenneth-guzman/profil/spieler/699718;Jul 8, 2020;Grecia;Guanacasteca;Sep 7, 1996 ;23;No national team players;-;50;Defender
Orlance Gouldbourne;https://www.transfermarkt.com/orlance-gouldbourne/profil/spieler/359515;Jan 1, 2015;CS Uruguay II;CS Uruguay;Jun 30, 1995 ;25;No national team players;-;50;Centre-Forward
Jason Vega;https://www.transfermarkt.com/jason-vega/profil/spieler/447334;Jan 1, 2017;AD San Carlos;Cofutpa;Nov 6, 1995 ;24;No national team players;-;50;Goalkeeper
Jason Vega;https://www.transfermarkt.com/jason-vega/profil/spieler/447334;Jun 30, 2017;Cofutpa;AD San Carlos;Nov 6, 1995 ;24;No national team players;-;50;Goalkeeper
Jason Vega;https://www.transfermarkt.com/jason-vega/profil/spieler/447334;Jul 1, 2019;AD San Carlos;Puntarenas FC;Nov 6, 1995 ;24;No national team players;-;50;Goalkeeper
Jason Vega;https://www.transfermarkt.com/jason-vega/profil/spieler/447334;Dec 31, 2019;Puntarenas FC;AD San Carlos;Nov 6, 1995 ;24;No national team players;-;50;Goalkeeper
Mario Sequeira;https://www.transfermarkt.com/mario-sequeira/profil/spieler/447335;Jul 1, 2016;Gen. Saprissa;Saprissa;Jan 9, 1997 ;23;No national team players;-;50;Goalkeeper
Mario Sequeira;https://www.transfermarkt.com/mario-sequeira/profil/spieler/447335;Aug 1, 2017;Saprissa;VCU Rams;Jan 9, 1997 ;23;No national team players;-;50;Goalkeeper
Mario Sequeira;https://www.transfermarkt.com/mario-sequeira/profil/spieler/447335;May 1, 2018;VCU Rams;Timbers U-23;Jan 9, 1997 ;23;No national team players;-;50;Goalkeeper
Mario Sequeira;https://www.transfermarkt.com/mario-sequeira/profil/spieler/447335;Aug 1, 2018;Timbers U-23;VCU Rams;Jan 9, 1997 ;23;No national team players;-;50;Goalkeeper
Steven Bonilla;https://www.transfermarkt.com/steven-bonilla/profil/spieler/278384;Jan 1, 2014;Herediano U20;Jacó Rays;Dec 9, 1994 ;25;No national team players;-;50;Forward
Steven Bonilla;https://www.transfermarkt.com/steven-bonilla/profil/spieler/278384;Jun 30, 2014;Jacó Rays;Herediano U20;Dec 9, 1994 ;25;No national team players;-;50;Forward
Steven Bonilla;https://www.transfermarkt.com/steven-bonilla/profil/spieler/278384;Jul 1, 2014;Herediano U20;Belén FC;Dec 9, 1994 ;25;No national team players;-;50;Forward
Steven Bonilla;https://www.transfermarkt.com/steven-bonilla/profil/spieler/278384;Jun 30, 2015;Belén FC;Herediano U20;Dec 9, 1994 ;25;No national team players;-;50;Forward
Carlos Calderón;https://www.transfermarkt.com/carlos-calderon/profil/spieler/300145;Jul 1, 2013;PZ U20;Pérez Zeledón;Oct 26, 1994 ;25;No national team players;-;50;Midfielder
Carlos Calderón;https://www.transfermarkt.com/carlos-calderon/profil/spieler/300145;Jan 1, 2016;Pérez Zeledón;PZ U20;Oct 26, 1994 ;25;No national team players;-;50;Midfielder
Carlos Calderón;https://www.transfermarkt.com/carlos-calderon/profil/spieler/300145;Jan 1, 2017;PZ U20;Pérez Zeledón;Oct 26, 1994 ;25;No national team players;-;50;Midfielder
Carlos Calderón;https://www.transfermarkt.com/carlos-calderon/profil/spieler/300145;Jul 1, 2017;Pérez Zeledón;Unknown;Oct 26, 1994 ;25;No national team players;-;50;Midfielder
Yonatan Cháves;https://www.transfermarkt.com/yonatan-chaves/profil/spieler/442525;Jul 1, 2016;Cartaginés U20;Cartaginés;Aug 16, 1996 ;24;No national team players;-;50;Goalkeeper
Yonatan Cháves;https://www.transfermarkt.com/yonatan-chaves/profil/spieler/442525;Jan 1, 2019;Cartaginés;Unknown;Aug 16, 1996 ;24;No national team players;-;50;Goalkeeper
Kenneth Carvajal;https://www.transfermarkt.com/kenneth-carvajal/profil/spieler/450466;Jul 1, 2016;Belén U20;Juventus FC;Jul 22, 1997 ;23;No national team players;-;50;Left Midfield
Kenneth Carvajal;https://www.transfermarkt.com/kenneth-carvajal/profil/spieler/450466;Jul 20, 2017;Juventus FC;ADR Jicaral;Jul 22, 1997 ;23;No national team players;-;50;Left Midfield
Kenneth Carvajal;https://www.transfermarkt.com/kenneth-carvajal/profil/spieler/450466;Jul 1, 2018;ADR Jicaral;Guadalupe FC;Jul 22, 1997 ;23;No national team players;-;50;Left Midfield
Kenneth Carvajal;https://www.transfermarkt.com/kenneth-carvajal/profil/spieler/450466;Jul 28, 2020;Guadalupe FC;Puntarenas FC;Jul 22, 1997 ;23;No national team players;-;50;Left Midfield
John García;https://www.transfermarkt.com/john-garcia/profil/spieler/631981;Jan 1, 2017;Cariari Pococí;Unknown;Oct 13, 1995 ;24;No national team players;-;50;Left-Back
John García;https://www.transfermarkt.com/john-garcia/profil/spieler/631981;Jul 1, 2018;Unknown;Limón FC;Oct 13, 1995 ;24;No national team players;-;50;Left-Back
John García;https://www.transfermarkt.com/john-garcia/profil/spieler/631981;Jul 1, 2019;Limón FC;Unknown;Oct 13, 1995 ;24;No national team players;-;50;Left-Back
Randy Chirino;https://www.transfermarkt.com/randy-chirino/profil/spieler/374708;Jul 1, 2015;AD San Carlos;Gen. Saprissa;Jan 16, 1996 ;24;No national team players;-;50;Attacking Midfield
Randy Chirino;https://www.transfermarkt.com/randy-chirino/profil/spieler/374708;Jul 1, 2016;Gen. Saprissa;Saprissa;Jan 16, 1996 ;24;No national team players;-;50;Attacking Midfield
Randy Chirino;https://www.transfermarkt.com/randy-chirino/profil/spieler/374708;Jul 1, 2019;Saprissa;AD San Carlos;Jan 16, 1996 ;24;No national team players;-;50;Attacking Midfield
Randy Chirino;https://www.transfermarkt.com/randy-chirino/profil/spieler/374708;Jul 1, 2020;AD San Carlos;AS Soliman;Jan 16, 1996 ;24;No national team players;-;50;Attacking Midfield
Diego Romero;https://www.transfermarkt.com/diego-romero/profil/spieler/406206;Jan 1, 2016;Mpl. Liberia II;Liberia;Oct 20, 1996 ;23;No national team players;-;50;Centre-Back
Diego Romero;https://www.transfermarkt.com/diego-romero/profil/spieler/406206;Jul 1, 2017;Liberia;Mpl. Liberia II;Oct 20, 1996 ;23;No national team players;-;50;Centre-Back
Esteban Cano;https://www.transfermarkt.com/esteban-cano/profil/spieler/742596;Jan 1, 2016;Saprissa U20;Unknown;May 8, 1995 ;25;No national team players;-;50;Midfielder
Esteban Cano;https://www.transfermarkt.com/esteban-cano/profil/spieler/742596;Jan 1, 2020;Unknown;ADR Jicaral;May 8, 1995 ;25;No national team players;-;50;Midfielder
Marlon Jones;https://www.transfermarkt.com/marlon-jones/profil/spieler/336599;Jan 1, 2015;Gen. Saprissa;Saprissa;Jul 27, 1997 ;23;No national team players;-;50;Midfielder
Marlon Jones;https://www.transfermarkt.com/marlon-jones/profil/spieler/336599;Jul 1, 2015;Saprissa;Gen. Saprissa;Jul 27, 1997 ;23;No national team players;-;50;Midfielder
Marlon Jones;https://www.transfermarkt.com/marlon-jones/profil/spieler/336599;Jan 1, 2017;Gen. Saprissa;Liberia;Jul 27, 1997 ;23;No national team players;-;50;Midfielder
Marlon Jones;https://www.transfermarkt.com/marlon-jones/profil/spieler/336599;Jun 30, 2017;Liberia;Gen. Saprissa;Jul 27, 1997 ;23;No national team players;-;50;Midfielder
Marlon Jones;https://www.transfermarkt.com/marlon-jones/profil/spieler/336599;Jan 1, 2019;Gen. Saprissa;Curridabat FC;Jul 27, 1997 ;23;No national team players;-;50;Midfielder
Marlon Jones;https://www.transfermarkt.com/marlon-jones/profil/spieler/336599;Aug 29, 2019;Curridabat FC;CS Uruguay;Jul 27, 1997 ;23;No national team players;-;50;Midfielder
Pablo Madriz;https://www.transfermarkt.com/pablo-madriz/profil/spieler/344025;Jul 1, 2014;CS Uruguay Yth.;CS Uruguay;Nov 7, 1995 ;24;No national team players;-;50;Defender
Pablo Madriz;https://www.transfermarkt.com/pablo-madriz/profil/spieler/344025;Jan 1, 2016;CS Uruguay;CS Uruguay II;Nov 7, 1995 ;24;No national team players;-;50;Defender
Julián Loría;https://www.transfermarkt.com/julian-loria/profil/spieler/422877;Jan 1, 2016;UCR II;UCR;Mar 31, 1995 ;25;No national team players;-;50;Goalkeeper
Julián Loría;https://www.transfermarkt.com/julian-loria/profil/spieler/422877;Jul 1, 2017;UCR;Unknown;Mar 31, 1995 ;25;No national team players;-;50;Goalkeeper
José Ugalde;https://www.transfermarkt.com/jose-ugalde/profil/spieler/401391;Jan 1, 2016;Liberia;Unknown;Sep 30, 1995 ;24;No national team players;-;50;Forward
Kenneth Umaña;https://www.transfermarkt.com/kenneth-umana/profil/spieler/433650;Jul 1, 2016;Limón U20;Limón FC;Oct 3, 1996 ;23;No national team players;-;50;Midfielder
Kenneth Umaña;https://www.transfermarkt.com/kenneth-umana/profil/spieler/433650;Jul 1, 2017;Limón FC;Unknown;Oct 3, 1996 ;23;No national team players;-;50;Midfielder
Luis Sirias;https://www.transfermarkt.com/luis-sirias/profil/spieler/736763;Jan 1, 2020;Unknown;Limón FC;Mar 23, 1995 ;25;No national team players;-;50;Goalkeeper
Armando Alvarado;https://www.transfermarkt.com/armando-alvarado/profil/spieler/278784;Jan 1, 2016;CS Uruguay Yth.;Without Club;Mar 31, 1995 ;25;No national team players;-;-;Defender
Bryan Vargas;https://www.transfermarkt.com/bryan-vargas/profil/spieler/431874;Jul 1, 2016;Mpl. Liberia II;Liberia;Mar 25, 1997 ;23;No national team players;-;-;Forward
Bryan Vargas;https://www.transfermarkt.com/bryan-vargas/profil/spieler/431874;Jul 1, 2017;Liberia;Mpl. Liberia II;Mar 25, 1997 ;23;No national team players;-;-;Forward
Bryan Vargas;https://www.transfermarkt.com/bryan-vargas/profil/spieler/431874;Jul 1, 2018;Mpl. Liberia II;Liberia;Mar 25, 1997 ;23;No national team players;-;-;Forward
Allan Salas;https://www.transfermarkt.com/allan-salas/profil/spieler/392454;Jul 1, 2016;Alajuelense U20;Grecia;Apr 5, 1995 ;25;No national team players;-;-;Midfielder
Allan Salas;https://www.transfermarkt.com/allan-salas/profil/spieler/392454;Sep 8, 2016;Grecia;Cofutpa;Apr 5, 1995 ;25;No national team players;-;-;Midfielder
Allan Salas;https://www.transfermarkt.com/allan-salas/profil/spieler/392454;Jul 1, 2017;Cofutpa;Unknown;Apr 5, 1995 ;25;No national team players;-;-;Midfielder
José Martínez;https://www.transfermarkt.com/jose-martinez/profil/spieler/565256;Jan 1, 2017;Guanacasteca;Unknown;Apr 25, 1996 ;24;No national team players;-;-;Left-Back
José Martínez;https://www.transfermarkt.com/jose-martinez/profil/spieler/565256;Jan 30, 2018;Unknown;Liberia;Apr 25, 1996 ;24;No national team players;-;-;Left-Back
José Martínez;https://www.transfermarkt.com/jose-martinez/profil/spieler/565256;Jul 1, 2018;Liberia;Guanacasteca;Apr 25, 1996 ;24;No national team players;-;-;Left-Back
Jesús Blanco;https://www.transfermarkt.com/jesus-blanco/profil/spieler/487178;Jul 1, 2017;Santos II;Cariari Pococí;Jul 1, 1997 ;23;No national team players;-;-;Forward
Humberto Montero;https://www.transfermarkt.com/humberto-montero/profil/spieler/381709;Jan 1, 2016;UCR II;Gen. Saprissa;Dec 31, 1996 ;23;No national team players;-;-;Defender
Andrés Fajardo;https://www.transfermarkt.com/andres-fajardo/profil/spieler/381710;Jul 1, 2015;UCR II;UCR;Feb 8, 1997 ;23;No national team players;-;-;Defender
Andrés Fajardo;https://www.transfermarkt.com/andres-fajardo/profil/spieler/381710;Jan 1, 2016;UCR;UCR II;Feb 8, 1997 ;23;No national team players;-;-;Defender
Andrés Fajardo;https://www.transfermarkt.com/andres-fajardo/profil/spieler/381710;Jul 1, 2017;UCR II;Santa Ana;Feb 8, 1997 ;23;No national team players;-;-;Defender
Andrés Fajardo;https://www.transfermarkt.com/andres-fajardo/profil/spieler/381710;Jan 1, 2019;Santa Ana;Unknown;Feb 8, 1997 ;23;No national team players;-;-;Defender
Jardel Quirós;https://www.transfermarkt.com/jardel-quiros/profil/spieler/381199;Jul 1, 2012;Cartaginés U17;Cartaginés U20;Sep 7, 1995 ;24;No national team players;-;-;Forward
Jardel Quirós;https://www.transfermarkt.com/jardel-quiros/profil/spieler/381199;Jul 1, 2015;Cartaginés U20;Cartaginés;Sep 7, 1995 ;24;No national team players;-;-;Forward
Jardel Quirós;https://www.transfermarkt.com/jardel-quiros/profil/spieler/381199;Jan 1, 2016;Cartaginés;Cartaginés U20;Sep 7, 1995 ;24;No national team players;-;-;Forward
Jardel Quirós;https://www.transfermarkt.com/jardel-quiros/profil/spieler/381199;Jul 1, 2017;Cartaginés U20;Turrialba;Sep 7, 1995 ;24;No national team players;-;-;Forward
Lopsang Balmaceda;https://www.transfermarkt.com/lopsang-balmaceda/profil/spieler/336401;Jan 1, 2015;UCR U17;UCR;Jan 24, 1996 ;24;No national team players;-;-;Left Midfield
Lopsang Balmaceda;https://www.transfermarkt.com/lopsang-balmaceda/profil/spieler/336401;Jul 1, 2017;UCR;AD Aserrí;Jan 24, 1996 ;24;No national team players;-;-;Left Midfield
Lopsang Balmaceda;https://www.transfermarkt.com/lopsang-balmaceda/profil/spieler/336401;Jul 1, 2018;AD Aserrí;Grecia;Jan 24, 1996 ;24;No national team players;-;-;Left Midfield
Lopsang Balmaceda;https://www.transfermarkt.com/lopsang-balmaceda/profil/spieler/336401;Jan 1, 2019;Grecia;CS Uruguay;Jan 24, 1996 ;24;No national team players;-;-;Left Midfield
Lopsang Balmaceda;https://www.transfermarkt.com/lopsang-balmaceda/profil/spieler/336401;Jul 8, 2020;CS Uruguay;Barrio México;Jan 24, 1996 ;24;No national team players;-;-;Left Midfield
Johan Bonilla;https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126;Jan 1, 2016;Herediano U20;CS Uruguay II;May 30, 1996 ;24;No national team players;-;-;Attacking Midfield
Johan Bonilla;https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126;Jun 30, 2016;CS Uruguay II;Herediano U20;May 30, 1996 ;24;No national team players;-;-;Attacking Midfield
Johan Bonilla;https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126;Jul 1, 2016;Herediano U20;Sp. San José;May 30, 1996 ;24;No national team players;-;-;Attacking Midfield
Johan Bonilla;https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126;Dec 31, 2016;Sp. San José;Herediano U20;May 30, 1996 ;24;No national team players;-;-;Attacking Midfield
Johan Bonilla;https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126;Jan 1, 2017;Herediano U20;Belén U20;May 30, 1996 ;24;No national team players;-;-;Attacking Midfield
Johan Bonilla;https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126;Jun 30, 2017;Belén U20;Herediano U20;May 30, 1996 ;24;No national team players;-;-;Attacking Midfield
Johan Bonilla;https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126;Jul 1, 2017;Herediano U20;Diriangén FC;May 30, 1996 ;24;No national team players;-;-;Attacking Midfield
Johan Bonilla;https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126;Dec 31, 2017;Diriangén FC;Herediano U20;May 30, 1996 ;24;No national team players;-;-;Attacking Midfield
Johan Bonilla;https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126;Jan 1, 2018;Herediano U20;Unknown;May 30, 1996 ;24;No national team players;-;-;Attacking Midfield
Johan Bonilla;https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126;Jul 1, 2018;Unknown;Walter Ferretti;May 30, 1996 ;24;No national team players;-;-;Attacking Midfield
Johan Bonilla;https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126;Jan 1, 2019;Walter Ferretti;Unknown;May 30, 1996 ;24;No national team players;-;-;Attacking Midfield
Johan Bonilla;https://www.transfermarkt.com/johan-bonilla/profil/spieler/431126;Jan 1, 2020;Unknown;Juv. Escazuceña;May 30, 1996 ;24;No national team players;-;-;Attacking Midfield
Felipe Núñez;https://www.transfermarkt.com/felipe-nunez/profil/spieler/461080;Jan 1, 2017;PZ U20;Unknown;Dec 24, 1994 ;25;No national team players;-;-;Attacking Midfield
Felipe Núñez;https://www.transfermarkt.com/felipe-nunez/profil/spieler/461080;Jul 1, 2017;Unknown;Guadalupe FC;Dec 24, 1994 ;25;No national team players;-;-;Attacking Midfield
Felipe Núñez;https://www.transfermarkt.com/felipe-nunez/profil/spieler/461080;Jan 1, 2018;Guadalupe FC;Unknown;Dec 24, 1994 ;25;No national team players;-;-;Attacking Midfield
Felipe Núñez;https://www.transfermarkt.com/felipe-nunez/profil/spieler/461080;Jul 1, 2018;Unknown;CS Uruguay;Dec 24, 1994 ;25;No national team players;-;-;Attacking Midfield
Felipe Núñez;https://www.transfermarkt.com/felipe-nunez/profil/spieler/461080;Aug 30, 2018;CS Uruguay;Cartaginés;Dec 24, 1994 ;25;No national team players;-;-;Attacking Midfield
Felipe Núñez;https://www.transfermarkt.com/felipe-nunez/profil/spieler/461080;Jan 1, 2019;Cartaginés;Curridabat FC;Dec 24, 1994 ;25;No national team players;-;-;Attacking Midfield
Ronald Solano;https://www.transfermarkt.com/ronald-solano/profil/spieler/411677;Jul 1, 2016;CS Uruguay II;Cartaginés U20;Feb 13, 1997 ;23;No national team players;-;-;Midfielder
Ronald Solano;https://www.transfermarkt.com/ronald-solano/profil/spieler/411677;Jul 1, 2017;Cartaginés U20;CS Uruguay;Feb 13, 1997 ;23;No national team players;-;-;Midfielder
David Solórzano;https://www.transfermarkt.com/david-solorzano/profil/spieler/447517;Jan 1, 2017;AD San Carlos;Cofutpa;Feb 4, 1996 ;24;No national team players;-;-;Midfielder
David Solórzano;https://www.transfermarkt.com/david-solorzano/profil/spieler/447517;Jun 30, 2017;Cofutpa;AD San Carlos;Feb 4, 1996 ;24;No national team players;-;-;Midfielder
David Solórzano;https://www.transfermarkt.com/david-solorzano/profil/spieler/447517;Jul 1, 2017;AD San Carlos;Cofutpa;Feb 4, 1996 ;24;No national team players;-;-;Midfielder
Jean Carlos Díaz;https://www.transfermarkt.com/jean-carlos-diaz/profil/spieler/373280;Jul 1, 2017;Limón U20;Fútbol Cons.;Apr 28, 1996 ;24;No national team players;-;-;Midfielder
Jean Carlos Díaz;https://www.transfermarkt.com/jean-carlos-diaz/profil/spieler/373280;Jan 1, 2019;Fútbol Cons.;Cariari Pococí;Apr 28, 1996 ;24;No national team players;-;-;Midfielder
Jean Carlos Díaz;https://www.transfermarkt.com/jean-carlos-diaz/profil/spieler/373280;Jan 1, 2020;Cariari Pococí;Barrio México;Apr 28, 1996 ;24;No national team players;-;-;Midfielder
Alexander Villalobos;https://www.transfermarkt.com/alexander-villalobos/profil/spieler/383776;Jul 1, 2014;Unknown;Liberia;Sep 15, 1994 ;25;No national team players;-;-;Centre-Forward
Alexander Villalobos;https://www.transfermarkt.com/alexander-villalobos/profil/spieler/383776;Jan 1, 2016;Liberia;Unknown;Sep 15, 1994 ;25;No national team players;-;-;Centre-Forward
Alexander Villalobos;https://www.transfermarkt.com/alexander-villalobos/profil/spieler/383776;Jul 1, 2016;Unknown;ADR Jicaral;Sep 15, 1994 ;25;No national team players;-;-;Centre-Forward
